Fight_ID,B_fighter,B_current_streak,B_avg_SIG_STR_landed,B_avg_opp_SIG_STR_landed,B_total_time_fought(seconds),B_Stance,B_Height_cms,B_Reach_cms,B_age,B_Record,B_Takedown_Diff
1138,Clay Guida,3,36.125,32,748.5,Orthodox,170.18,177.8,27,,
1137,DaMarques Johnson,0,,,,Orthodox,185.42,190.5,26,,
1136,Kevin Burns,-1,20.66666667,32.66666667,657.6666667,Orthodox,177.8,187.96,29,,
1135,Andre Winner,0,,,,Orthodox,180.34,185.42,27,,
1134,Nate Diaz,-1,18.33333333,20,512.5,Southpaw,182.88,193.04,24,,
1133,Gleison Tibau,2,11.75,18.75,613.875,Southpaw,177.8,180.34,25,,
1132,Edgar Garcia,0,,,,Orthodox,177.8,180.34,25,,
1131,Mike Ciesnolevicz,1,0,0,63,Orthodox,182.88,,29,,
1130,Frank Lester,0,,,,Orthodox,180.34,,25,,
1129,Cameron Dollar,0,,,,Orthodox,180.34,,22,,
1128,Wanderlei Silva,-1,16.33333333,16.83333333,475.6666667,Orthodox,180.34,187.96,32,,
1127,Cheick Kongo,3,37.88888889,13.55555556,560.5555556,Orthodox,193.04,208.28,34,,
1126,Mostapha Al-Turk,-1,4,34,277,Orthodox,187.96,195.58,35,,
1125,Ben Saunders,3,33.66666667,8,485.6666667,Orthodox,187.96,195.58,26,,
1124,Caol Uno,-2,29.71428571,23.57142857,769.2857143,Southpaw,170.18,177.8,34,,
1123,Marcus Davis,2,24.9,19.2,477.9,Southpaw,177.8,177.8,35,,
1122,Justin Buchholz,1,13.5,20,356.5,Orthodox,182.88,185.42,25,,
1121,Dale Hartt,1,4.5,5.5,266.5,Orthodox,177.8,175.26,30,,
1120,Peter Sobotta,0,,,,Southpaw,182.88,190.5,22,,
1119,Rolando Delgado,1,15,1,438,Orthodox,190.5,195.58,27,,
1118,Denis Stojnic,-1,7,88,454,Orthodox,182.88,,29,,
1117,Rick Story,0,,,,Southpaw,175.26,180.34,24,,
1116,Rashad Evans,3,25.55555556,23.55555556,720.5555556,Orthodox,182.88,190.5,29,,
1115,Matt Serra,-1,16.63636364,22.81818182,741.7272727,Orthodox,167.64,172.72,34,,
1114,Xavier Foupa-Pokam,-1,23,31,900,Open Stance,185.42,,26,,
1113,Dan Miller,3,11,5.666666667,350,Orthodox,185.42,187.96,27,,
1112,Sean Sherk,1,35,39.6,941.6,Orthodox,167.64,170.18,35,,
1111,Mike Pyle,0,,,,Orthodox,182.88,187.96,33,,
1110,Pat Barry,1,6,0,156,Orthodox,180.34,187.96,29,,
1109,Phillipe Nover,-1,20,27,900,Orthodox,175.26,182.88,25,,
1108,Andre Gusmao,-1,34,42,900,Orthodox,182.88,,32,,
1107,Brandon Wolff,-1,0,42,109,Orthodox,175.26,,33,,
1106,David Kaplan,-1,12,31,392,Orthodox,170.18,,29,,
1105,Thales Leites,5,21.83333333,25.66666667,539.1666667,Orthodox,185.42,198.12,27,,
1104,Matt Wiman,-1,22.33333333,23,487.5,Orthodox,177.8,172.72,25,,
1103,Chuck Liddell,-1,27.9047619,18.38095238,557.4285714,Orthodox,187.96,193.04,39,,
1102,Brian Stann,0,,,,Orthodox,185.42,187.96,28,,
1101,Antoni Hardonk,3,22.66666667,12.5,362.1666667,Orthodox,193.04,198.12,33,,
1100,Steve Cantwell,1,15,13,244,Orthodox,187.96,190.5,22,,
1099,Xavier Foupa-Pokam,0,,,,Open Stance,185.42,,26,,
1098,Jason MacDonald,-1,13.44444444,19.66666667,482.2222222,Orthodox,190.5,203.2,33,,
1097,David Loiseau,-2,22.57142857,38.14285714,688.5714286,Orthodox,182.88,193.04,29,,
1096,David Bielkheden,1,18.5,18,591.5,Orthodox,177.8,180.34,29,,
1095,Ryo Chonan,-1,40.33333333,48.66666667,900,Orthodox,175.26,177.8,32,,
1094,Vinny Magalhaes,-1,4,15,138,Orthodox,190.5,200.66,24,,
1093,Carlos Condit,0,,,,Orthodox,187.96,190.5,24,,
1092,Carmelo Marrero,-2,6,13.33333333,429.3333333,Orthodox,182.88,185.42,28,,
1091,Rafael Dos Anjos,-1,9,22,639,Southpaw,172.72,177.8,24,,
1090,Junie Browning,1,31,12,392,Orthodox,175.26,,24,,
1089,Jeremy Stephens,-1,24.5,17,678.3333333,Orthodox,172.72,180.34,22,,
1088,Matt Horwich,-1,15,31,900,Orthodox,185.42,,30,,
1087,Jesse Sanders,0,,,,Orthodox,182.88,,,,
1086,Nick Catone,1,21,2,375,Southpaw,182.88,182.88,27,,
1085,Nissen Osterneck,0,,,,Orthodox,187.96,,27,,
1084,Joe Vedepo,-1,7,7,87,Orthodox,182.88,,,,
1083,Tim McKenzie,0,,,,Orthodox,182.88,187.96,26,,
1082,Keith Jardine,1,43.44444444,26.66666667,597,Orthodox,187.96,193.04,33,,
1081,Gabriel Gonzaga,2,13.75,17.5,393.125,Orthodox,187.96,193.04,29,,
1080,Pete Sell,1,28.5,36,641.6666667,Orthodox,180.34,190.5,26,,
1079,Mark Munoz,0,,,,Orthodox,182.88,182.88,31,,
1078,Jim Miller,2,38,13.5,849.5,Southpaw,172.72,180.34,25,,
1077,Ryan Madigan,0,,,,Orthodox,182.88,,,,
1076,Jason Day,-1,18,14,230,Orthodox,182.88,182.88,27,,
1075,Tim Boetsch,1,25,15.66666667,266.6666667,Orthodox,182.88,187.96,28,,
1074,Michael Patt,-1,9,15,123,Orthodox,182.88,,,,
1073,Aaron Riley,1,54,53,700,Southpaw,172.72,175.26,28,,
1072,Joe Stevenson,-1,17.66666667,19.44444444,524,Orthodox,170.18,177.8,26,,
1071,Rory Markham,1,6,18,97,Orthodox,182.88,180.34,26,,
1070,Wilson Gouveia,2,19.5,22.75,377.75,Orthodox,185.42,193.04,30,,
1069,Chael Sonnen,-1,14.33333333,7,552.3333333,Southpaw,185.42,187.96,31,,
1068,Josh Koscheck,1,19,16.30769231,586.1538462,Orthodox,177.8,185.42,31,,
1067,Brian Cobb,0,,,,Orthodox,180.34,,,,
1066,Stefan Struve,0,,,,Orthodox,210.82,213.36,21,,
1065,Per Eklund,1,25.5,28,803.5,Orthodox,177.8,182.88,,,
1064,Neil Grove,0,,,,Orthodox,198.12,,38,,
1063,Troy Mandaloniz,1,30,20,260,Orthodox,175.26,,29,,
1062,Jeremy Stephens,1,26.4,18.2,697.4,Orthodox,172.72,180.34,22,,
1061,Denis Stojnic,0,,,,Orthodox,182.88,,29,,
1060,Mac Danzig,-1,30.66666667,23,616.3333333,Orthodox,172.72,177.8,29,,
1059,Luigi Fioravanti,1,25.25,23.875,683.875,Orthodox,172.72,177.8,28,,
1058,Rob Emerson,2,29,25.66666667,417,Orthodox,175.26,177.8,27,,
1057,Jake Rosholt,0,,,,Orthodox,185.42,,26,,
1056,Matt Grice,1,35,7.5,594,Orthodox,172.72,177.8,27,,
1055,Rich Clementi,-1,18.88888889,27.66666667,699.5555556,Southpaw,175.26,182.88,32,,
1054,Derek Downey,0,,,,Orthodox,185.42,,28,,
1053,Steve Bruno,1,7.5,41.5,712,Orthodox,177.8,,27,,
1052,BJ Penn,3,36.69230769,22.07692308,678.3846154,Orthodox,175.26,177.8,30,,
1051,Thiago Silva,4,22.5,13.25,244.5,Orthodox,187.96,187.96,26,,
1050,Stephan Bonnar,2,27.5,35.375,671.375,Orthodox,193.04,198.12,31,,
1049,Dong Hyun Kim,2,44.5,25,762.5,Southpaw,187.96,193.04,27,,
1048,Nate Diaz,5,12.2,14.2,435,Southpaw,182.88,193.04,23,,
1047,Akihiro Gono,-1,41.5,44,699.5,Switch,170.18,172.72,34,,
1046,Manvel Gamburyan,-1,5.5,2.25,131,Orthodox,165.1,170.18,27,,
1045,Chris Wilson,1,34.5,22.5,900,Orthodox,185.42,190.5,31,,
1044,Christian Wellisch,-1,17.25,21.75,328.5,Orthodox,187.96,195.58,33,,
1043,Matt Arroyo,-1,15,16.5,401,Orthodox,177.8,182.88,26,,
1042,Rich Franklin,2,43.84615385,15.30769231,563.8461538,Southpaw,185.42,190.5,34,,
1041,Mark Coleman,-3,20.22222222,11.33333333,506.3333333,Orthodox,185.42,190.5,44,,
1040,Jeremy Horn,-2,12.33333333,15.16666667,478.3333333,Orthodox,185.42,187.96,33,,
1039,Denis Kang,0,,,,Orthodox,180.34,195.58,31,,
1038,Chris Lytle,1,24.53846154,24,613.8461538,Orthodox,180.34,172.72,34,,
1037,Tom Egan,0,,,,Orthodox,180.34,,,,
1036,Alexandre Barros,0,,,,Southpaw,175.26,,32,,
1035,Antonio Mendes,-1,5,19,144,Southpaw,190.5,195.58,27,,
1034,Ivan Serati,0,,,,Orthodox,182.88,,,,
1033,Nate Mohr,-1,26,11.66666667,389.6666667,Orthodox,175.26,182.88,25,,
1032,Forrest Griffin,3,59.44444444,34.55555556,734.8888889,Orthodox,190.5,195.58,29,,
1031,Minotauro Nogueira,2,41.5,42,794,Orthodox,190.5,195.58,32,,
1030,Mike Massenzio,1,0,3,88,Southpaw,187.96,185.42,26,,
1029,Wanderlei Silva,1,18.2,18,530.6,Orthodox,180.34,187.96,32,,
1028,Mostapha Al-Turk,0,,,,Orthodox,187.96,195.58,35,,
1027,Dean Lister,2,16,20.4,614.4,Orthodox,185.42,190.5,32,,
1026,Mike Wessel,0,,,,Orthodox,182.88,,31,,
1025,Reese Andy,-1,30,38,900,Orthodox,182.88,,35,,
1024,Ryo Chonan,1,29,33.5,900,Orthodox,175.26,177.8,32,,
1023,Dan Evensen,-1,2,23,295,Orthodox,190.5,,34,,
1022,Phillipe Nover,0,,,,Orthodox,175.26,182.88,24,,
1021,Vinny Magalhaes,0,,,,Orthodox,190.5,200.66,24,,
1020,Kevin Burns,2,22.5,31.5,672.5,Orthodox,177.8,187.96,28,,
1019,Jason MacDonald,1,14.375,19.875,525.25,Orthodox,190.5,203.2,33,,
1018,David Kaplan,0,,,,Orthodox,170.18,,29,,
1017,Shane Primm,0,,,,Orthodox,190.5,,24,,
1016,Jules Bruchez,0,,,,Southpaw,182.88,,31,,
1015,Kyle Kingsbury,0,,,,Orthodox,193.04,193.04,26,,
1014,George Roop,0,,,,Orthodox,185.42,182.88,27,,
1013,John Polakowski,0,,,,Orthodox,177.8,,27,,
1012,Yoshiyuki Yoshida,1,1,1,56,Southpaw,180.34,177.8,34,,
1011,Jonathan Goulet,2,10.71428571,11.85714286,372.7142857,Orthodox,182.88,185.42,29,,
1010,Razak Al-Hassan,0,,,,Orthodox,187.96,,26,,
1009,Nate Loughran,1,1,7,261,Orthodox,187.96,,28,,
1008,Matt Wiman,4,22.8,15.4,405,Orthodox,177.8,172.72,25,,
1007,Brodie Farber,-1,18,6,97,Orthodox,185.42,,28,,
1006,Johnny Rees,-1,7,1,261,Orthodox,182.88,,26,,
1005,Brandon Wolff,0,,,,Orthodox,175.26,,33,,
1004,Corey Hill,-1,31.5,12,437,Orthodox,193.04,203.2,30,,
1003,Eddie Sanchez,-1,28.2,27,456.2,Orthodox,187.96,187.96,26,,
1002,Randy Couture,2,34.94444444,15.88888889,760.5555556,Orthodox,185.42,190.5,45,,
1001,Joe Stevenson,1,19.125,19.75,559.125,Orthodox,170.18,177.8,26,,
1000,Tamdan McCrory,1,21.66666667,19,607.6666667,Switch,193.04,198.12,22,,
999,Josh Hendricks,0,,,,Southpaw,187.96,,32,,
998,Nate Quarry,2,35,16,349,Open Stance,182.88,182.88,36,,
997,Jorge Gurgel,-1,47.66666667,46.16666667,898,Orthodox,170.18,175.26,31,,
996,Rafael Dos Anjos,0,,,,Southpaw,172.72,177.8,24,,
995,Alvin Robinson,-1,17.33333333,8.666666667,463,Southpaw,175.26,172.72,26,,
994,Ryan Thomas,-1,12,41,448,Orthodox,182.88,,24,,
993,Patrick Cote,4,22.75,20,610.25,Orthodox,180.34,180.34,28,,
992,Josh Koscheck,2,18.36363636,11.45454545,598.6363636,Orthodox,177.8,185.42,30,,
991,Rich Clementi,4,20.375,28.375,674.5,Southpaw,175.26,182.88,32,,
990,Fabricio Werdum,2,28,20.66666667,584.6666667,Orthodox,193.04,195.58,31,,
989,Tyson Griffin,4,44.83333333,23.5,768.3333333,Orthodox,167.64,172.72,24,,
988,Drew McFedries,-1,13.66666667,10.83333333,131,Southpaw,182.88,182.88,30,,
987,Shannon Gugerty,1,3,1,213,Orthodox,177.8,180.34,26,,
986,Matt Horwich,0,,,,Orthodox,185.42,,30,,
985,Marcus Aurelio,-1,21.5,35.5,521.25,Orthodox,177.8,187.96,35,,
984,Joshua Burkman,-2,25.11111111,26.55555556,641.2222222,Orthodox,177.8,182.88,28,,
983,Chris Leben,2,22.72727273,17.63636364,460.3636364,Southpaw,180.34,187.96,28,,
982,Brandon Vera,1,24.14285714,19.71428571,413.5714286,Orthodox,190.5,193.04,31,,
981,Rameau Thierry Sokoudjou,1,16,13.5,430,Orthodox,177.8,198.12,24,,
980,Paul Taylor,1,45.5,43.75,672.75,Orthodox,182.88,182.88,28,,
979,Paul Kelly,1,70,43,900,Orthodox,175.26,177.8,24,,
978,Akihiro Gono,1,27,31,499,Switch,170.18,172.72,34,,
977,Neil Wain,0,,,,Orthodox,177.8,,,,
976,Jess Liaudin,-2,19.5,16.25,323.75,Orthodox,175.26,182.88,,,
975,Sam Stout,-1,43.8,41.2,741.2,Orthodox,175.26,177.8,24,,
974,David Baron,0,,,,Switch,167.64,,35,,
973,Samy Schiavo,-1,4,11,255,Orthodox,172.72,,32,,
972,Josh Neer,1,28.83333333,28.83333333,626.1666667,Orthodox,180.34,182.88,25,,
971,Mac Danzig,2,28,13,474.5,Orthodox,172.72,177.8,28,,
970,Ed Herman,-1,20.33333333,10.33333333,462,Orthodox,185.42,195.58,27,,
969,Houston Alexander,-2,9.25,7.75,80.5,Orthodox,182.88,182.88,36,,
968,Joe Vedepo,0,,,,Orthodox,182.88,,,,
967,Ryan Jensen,-2,6.5,6.5,193.5,Orthodox,185.42,193.04,30,,
966,Kyle Bradley,-1,0,12,33,Orthodox,175.26,180.34,26,,
965,Brad Morris,-1,1,36,130,Orthodox,187.96,,28,,
964,Drew McFedries,1,15.8,13,139.6,Southpaw,182.88,182.88,30,,
963,Rob Kimmons,1,9,5,238,Orthodox,177.8,185.42,27,,
962,Chuck Liddell,1,28.8,18.65,564.75,Orthodox,187.96,193.04,38,,
961,Matt Hamill,1,32.6,22,542.4,Orthodox,185.42,193.04,31,,
960,Rousimar Palhares,1,0,1,156,Orthodox,172.72,180.34,28,,
959,Martin Kampmann,4,34.75,16.25,372.25,Orthodox,182.88,182.88,26,,
958,Matt Brown,1,32,26,520,Orthodox,182.88,190.5,27,,
957,Thiago Tavares,-1,14,14,717.2,Orthodox,170.18,172.72,23,,
956,Michael Patt,0,,,,Orthodox,182.88,,,,
955,Jason Lambert,-2,20.28571429,10.28571429,327.5714286,Orthodox,190.5,190.5,33,,
954,Roan Carneiro,-1,15.5,11,577.5,Orthodox,180.34,187.96,30,,
953,Jon Fitch,8,30.875,11.25,703.25,Orthodox,182.88,193.04,30,,
952,Heath Herring,1,40.75,33,900,Orthodox,193.04,198.12,30,,
951,Manvel Gamburyan,2,7.333333333,2,170.6666667,Orthodox,165.1,170.18,27,,
950,Roger Huerta,6,43.33333333,23.16666667,615,Orthodox,175.26,177.8,25,,
949,Jason MacDonald,1,16.33333333,21.33333333,509.6666667,Orthodox,190.5,203.2,33,,
948,Luke Cummo,-1,22.66666667,16.83333333,695,Orthodox,182.88,187.96,28,,
947,Dan Evensen,0,,,,Orthodox,190.5,,34,,
946,Andre Gusmao,0,,,,Orthodox,182.88,,31,,
945,Steve Bruno,0,,,,Orthodox,177.8,,26,,
944,Ryan Thomas,0,,,,Orthodox,182.88,,23,,
943,James Irvin,2,6,9.571428571,190.7142857,Orthodox,187.96,190.5,29,,
942,Reese Andy,0,,,,Orthodox,182.88,,35,,
941,Hermes Franca,-1,21.125,27.375,833.375,Orthodox,167.64,180.34,33,,
940,Jake O'Brien,-1,13.75,10,677.25,Orthodox,190.5,193.04,23,,
939,Anthony Johnson,1,13.33333333,4.666666667,183,Orthodox,187.96,198.12,24,,
938,Jesse Taylor,0,,,,Orthodox,182.88,185.42,25,,
937,Cale Yarbrough,0,,,,Orthodox,185.42,,21,,
936,Brodie Farber,0,,,,Orthodox,185.42,,28,,
935,Johnny Rees,0,,,,Orthodox,182.88,,25,,
934,James Giboo,0,,,,Orthodox,180.34,,30,,
933,Dale Hartt,0,,,,Orthodox,177.8,175.26,29,,
932,Rampage Jackson,3,41.66666667,26.33333333,714,Orthodox,185.42,185.42,30,,
931,Ricardo Almeida,1,7.25,7.5,399,Orthodox,182.88,187.96,31,,
930,Gleison Tibau,-1,15.2,22.8,651.8,Southpaw,177.8,180.34,24,,
929,Chris Lytle,1,18.27272727,17.18181818,561.8181818,Orthodox,180.34,172.72,33,,
928,Marcus Aurelio,2,22,16.66666667,395,Orthodox,177.8,187.96,34,,
927,Justin McCully,1,21,26,900,Orthodox,185.42,185.42,32,,
926,Jorge Gurgel,1,46.4,47.2,900,Orthodox,170.18,175.26,31,,
925,Dennis Siver,-1,15.33333333,12,468.3333333,Orthodox,167.64,177.8,29,,
924,Corey Hill,1,29,0,337,Orthodox,193.04,203.2,29,,
923,Evan Tanner,-1,22.5625,15.125,403.6875,Orthodox,182.88,187.96,37,,
922,CB Dollaway,0,,,,Orthodox,187.96,193.04,24,,
921,Luigi Fioravanti,1,24.16666667,21.66666667,620.6666667,Orthodox,172.72,177.8,27,,
920,Jeremy Stephens,2,29,8.666666667,649.3333333,Orthodox,172.72,180.34,22,,
919,Dante Rivera,0,,,,Southpaw,185.42,,33,,
918,Joshua Burkman,-1,24,28.25,648.125,Orthodox,177.8,182.88,28,,
917,Marvin Eastman,1,16.5,26.25,457.25,Orthodox,175.26,185.42,37,,
916,Matt Arroyo,1,4,1,282,Orthodox,177.8,182.88,25,,
915,Jeremy Horn,-1,13.27272727,16,500.7272727,Orthodox,185.42,187.96,32,,
914,Rob Yundt,-1,2,4,68,Orthodox,185.42,,28,,
913,Matt Hughes,-1,21,9.736842105,565,Switch,175.26,185.42,34,,
912,Jason Day,1,29,3,238,Orthodox,182.88,182.88,27,,
911,Marcus Davis,6,19.14285714,12,363.2857143,Southpaw,177.8,177.8,34,,
910,Nate Marquardt,1,28,14.33333333,626.8333333,Orthodox,182.88,187.96,29,,
909,Brandon Vera,-1,23.2,18.6,343,Orthodox,190.5,193.04,30,,
908,Jorge Rivera,1,26.625,13.5,391,Orthodox,185.42,185.42,36,,
907,Thiago Tavares,1,14.25,13,792.25,Orthodox,170.18,172.72,23,,
906,Roan Carneiro,1,16.66666667,12,593.3333333,Orthodox,180.34,187.96,30,,
905,Jason Lambert,-1,22.33333333,9.5,361,Orthodox,190.5,190.5,33,,
904,Jess Liaudin,-1,14.33333333,6.666666667,131.6666667,Orthodox,175.26,182.88,,,
903,Eddie Sanchez,2,27,21.75,431.5,Orthodox,187.96,187.96,25,,
902,Sean Sherk,3,26.5,25,952,Orthodox,167.64,170.18,34,,
901,Keith Jardine,1,48.57142857,25.85714286,633.8571429,Orthodox,187.96,193.04,32,,
900,Wilson Gouveia,4,19.4,22.6,393,Orthodox,185.42,193.04,29,,
899,Tito Ortiz,-2,28.05,17.75,677.7,Orthodox,190.5,187.96,33,,
898,Antonio Mendes,0,,,,Southpaw,190.5,195.58,27,,
897,Ivan Salaverry,-2,19,9.833333333,488.1666667,Orthodox,182.88,,37,,
896,Kazuhiro Nakamura,-1,15,70,900,Orthodox,180.34,177.8,28,,
895,Terry Etim,-1,11.5,20,594,Orthodox,185.42,185.42,22,,
894,Jon Koppenhaver,1,29,40,721,Orthodox,180.34,,26,,
893,Jason Tan,-1,6,9,75,Orthodox,177.8,,26,,
892,Christian Wellisch,2,22.33333333,27.33333333,423.3333333,Orthodox,187.96,195.58,32,,
891,Matt Serra,2,18,20.9,757.4,Orthodox,167.64,172.72,33,,
890,Travis Lutter,-1,3.6,16.8,459,Orthodox,180.34,190.5,34,,
889,Kalib Starnes,-1,31.75,35.75,543.75,Orthodox,190.5,187.96,33,,
888,Charles McCarthy,1,1,14.5,356.5,Orthodox,177.8,180.34,27,,
887,Mark Bocek,1,16,26.5,597.5,Orthodox,172.72,190.5,26,,
886,Joe Doerksen,-3,11.6,36.8,742.6,Orthodox,182.88,190.5,30,,
885,Alan Belcher,2,20.4,21.6,539.8,Orthodox,187.96,185.42,23,,
884,Ed Herman,3,21.4,9.4,465,Orthodox,185.42,195.58,27,,
883,Sam Stout,1,42.75,41.5,701.5,Orthodox,175.26,177.8,23,,
882,Brad Morris,0,,,,Orthodox,187.96,,28,,
881,Kuniyoshi Hironaka,-1,15,33,781.3333333,Orthodox,177.8,177.8,31,,
880,Joe Lauzon,3,6,2.333333333,183.6666667,Orthodox,177.8,180.34,23,,
879,Frankie Edgar,3,42.66666667,16.66666667,698.3333333,Orthodox,167.64,172.72,26,,
878,Karo Parisyan,3,33.9,28.4,771.6,Orthodox,177.8,182.88,25,,
877,Tim Boetsch,1,42,7,292,Orthodox,182.88,187.96,27,,
876,Kurt Pellegrino,1,16.8,14.2,459.4,Orthodox,172.72,177.8,28,,
875,Houston Alexander,-1,12.33333333,9.333333333,104.6666667,Orthodox,182.88,182.88,36,,
874,Din Thomas,-1,20.25,21.875,623.5,Orthodox,175.26,,31,,
873,Ryan Roberts,0,,,,Orthodox,167.64,,29,,
872,Jeff Cox,-1,0,3,112,Orthodox,177.8,,39,,
871,Samy Schiavo,0,,,,Orthodox,172.72,,32,,
870,Roman Mitichyan,1,0,0,23,Orthodox,177.8,,29,,
869,Tommy Speer,-1,4,10,121,Orthodox,177.8,180.34,23,,
868,Dan Henderson,-1,39.66666667,43.33333333,1100,Orthodox,180.34,187.96,37,,
867,Cheick Kongo,2,37.2,10,624.8,Orthodox,193.04,208.28,32,,
866,Alessio Sakara,1,23.42857143,9.142857143,264.5714286,Orthodox,182.88,182.88,26,,
865,Evan Tanner,1,22.8,14.4,398.6,Orthodox,182.88,187.96,37,,
864,Chris Wilson,0,,,,Orthodox,185.42,190.5,30,,
863,Jake O'Brien,3,17,8.666666667,717.3333333,Orthodox,190.5,193.04,23,,
862,Luke Cummo,2,24,13.8,654,Orthodox,182.88,187.96,27,,
861,Dustin Hazelett,3,17,6.5,345.75,Orthodox,185.42,193.04,21,,
860,David Bielkheden,0,,,,Orthodox,177.8,180.34,28,,
859,John Halverson,-1,1,13,19,Southpaw,175.26,,35,,
858,Tim Sylvia,1,44.33333333,26.41666667,630.4166667,Orthodox,203.2,203.2,31,,
857,Brock Lesnar,0,,,,Orthodox,190.5,205.74,30,,
856,Jeremy Horn,2,14.1,15.4,511.1,Orthodox,185.42,187.96,32,,
855,Rob Yundt,0,,,,Orthodox,185.42,,27,,
854,Gleison Tibau,3,13.25,13.5,589.75,Southpaw,177.8,180.34,24,,
853,Kyle Bradley,0,,,,Orthodox,175.26,180.34,25,,
852,David Heath,-2,15.25,48.75,615.5,Orthodox,180.34,182.88,31,,
851,Terry Martin,-1,16.6,19.2,348,Orthodox,172.72,180.34,27,,
850,Keita Nakamura,-2,24,50.5,900,Southpaw,180.34,185.42,23,,
849,Joshua Burkman,1,21.85714286,24.57142857,612.1428571,Orthodox,177.8,182.88,27,,
848,Drew McFedries,1,17.33333333,16,175.3333333,Southpaw,182.88,182.88,29,,
847,Michihiro Omigawa,-1,33,59,900,Orthodox,167.64,172.72,32,,
846,Alvin Robinson,1,25,11.5,585,Southpaw,175.26,172.72,25,,
845,Alberto Crane,-1,4,26,710,Orthodox,165.1,,31,,
844,Dennis Siver,1,15,5,252.5,Orthodox,167.64,177.8,29,,
843,Cole Miller,2,16.5,10,485,Orthodox,185.42,187.96,23,,
842,Joe Veres,-1,0,3,9,Orthodox,170.18,,30,,
841,Justin Buchholz,0,,,,Orthodox,182.88,185.42,24,,
840,Joe Stevenson,4,20.66666667,18.83333333,575.6666667,Orthodox,170.18,177.8,25,,
839,Gabriel Gonzaga,-1,14.6,18.2,478.6,Orthodox,187.96,193.04,28,,
838,Jess Liaudin,2,19.5,7.5,165.5,Orthodox,175.26,182.88,,,
837,Jason Lambert,1,21.4,10.4,365.8,Orthodox,190.5,190.5,32,,
836,Kendall Grove,-1,22.75,16.5,501.5,Orthodox,198.12,200.66,25,,
835,Colin Robinson,-1,36,41,332,Orthodox,193.04,,39,,
834,Paul Taylor,-1,47,35,445.5,Orthodox,182.88,182.88,28,,
833,James Lee,0,,,,Southpaw,180.34,,34,,
832,Per Eklund,0,,,,Orthodox,177.8,182.88,,,
831,Matt Hughes,1,21.88888889,8.722222222,563.3888889,Switch,175.26,185.42,34,,
830,Wanderlei Silva,-1,12,10.33333333,572.3333333,Orthodox,180.34,187.96,31,,
829,Soa Palelei,0,,,,Orthodox,193.04,205.74,30,,
828,Rameau Thierry Sokoudjou,0,,,,Orthodox,177.8,198.12,23,,
827,Melvin Guillard,-1,12.2,4,244,Orthodox,175.26,172.72,24,,
826,Luiz Cane,0,,,,Southpaw,187.96,195.58,26,,
825,Nate Mohr,1,38,16,539,Orthodox,175.26,182.88,24,,
824,Jordan Radev,-1,1,6,33,Southpaw,170.18,,31,,
823,Tony DeSouza,-1,7.2,7.8,377.8,Southpaw,182.88,177.8,33,,
822,Doug Evans,-1,20,34,510,Orthodox,175.26,,27,,
821,Clay Guida,1,34.75,34,820.5,Orthodox,170.18,177.8,25,,
820,Tommy Speer,0,,,,Orthodox,177.8,180.34,23,,
819,Jared Rollins,0,,,,Orthodox,175.26,,30,,
818,Billy Miles,0,,,,Orthodox,177.8,,29,,
817,Dan Barrera,0,,,,Orthodox,175.26,,26,,
816,Richie Hightower,0,,,,Orthodox,172.72,,33,,
815,John Kolosci,0,,,,Orthodox,180.34,,33,,
814,Dorian Price,0,,,,Southpaw,190.5,,30,,
813,Paul Georgieff,0,,,,Orthodox,187.96,,25,,
812,Michael Bisping,4,35.75,18.75,529.5,Orthodox,185.42,190.5,28,,
811,Houston Alexander,2,17.5,3,54.5,Orthodox,182.88,182.88,35,,
810,Ryo Chonan,0,,,,Orthodox,175.26,177.8,31,,
809,Joe Doerksen,-2,12.25,35.25,768.5,Orthodox,182.88,190.5,30,,
808,Spencer Fisher,1,34.71428571,29.85714286,558.1428571,Southpaw,170.18,177.8,31,,
807,Chris Lytle,1,16.33333333,16.66666667,616.3333333,Orthodox,180.34,172.72,33,,
806,Jason Reinhardt,0,,,,Orthodox,167.64,,38,,
805,Luke Caudillo,-1,28,70,900,Orthodox,170.18,,26,,
804,Tamdan McCrory,1,8,19,424,Switch,193.04,198.12,21,,
803,Rich Franklin,2,44.9,14.6,584.3,Southpaw,185.42,190.5,33,,
802,Brandon Vera,4,14.5,6.25,203.75,Orthodox,190.5,193.04,30,,
801,Jorge Gurgel,2,53.66666667,49.33333333,900,Orthodox,170.18,175.26,30,,
800,Eric Schafer,-1,5,10.5,205,Orthodox,190.5,190.5,30,,
799,Kalib Starnes,1,29,28.66666667,592,Orthodox,190.5,187.96,32,,
798,Jason MacDonald,1,15,20.75,451,Orthodox,190.5,203.2,32,,
797,Ryan Jensen,-1,11,10,227,Orthodox,185.42,193.04,30,,
796,Forrest Petz,1,24.25,28,749.5,Orthodox,175.26,180.34,32,,
795,Jason Black,-1,0,11,469,Orthodox,172.72,,35,,
794,Chuck Liddell,-1,27.05555556,13.66666667,527.5,Orthodox,187.96,193.04,37,,
793,Mauricio Rua,0,,,,Orthodox,185.42,193.04,25,,
792,Diego Sanchez,-1,26.14285714,14.85714286,612.8571429,Southpaw,177.8,182.88,25,,
791,Kazuhiro Nakamura,0,,,,Orthodox,180.34,177.8,28,,
790,Thiago Tavares,2,16,6,684.5,Orthodox,170.18,172.72,22,,
789,Anthony Johnson,1,3,2,13,Orthodox,187.96,198.12,23,,
